query,intent,entities
I need to upload my MRI scan,upload_document,{'DOCUMENT_TYPE': 'MRI scan'}
Is an ultrasound painful?,medical_query,{}
Retrieve my MRI scan from July 15th,retrieve_document,"{'DOCUMENT_TYPE': 'MRI scan', 'DATE': 'July 15th'}"
Is an ultrasound painful?,medical_query,{}
Do I need to avoid metal objects for an MRI?,medical_query,{}
Retrieve my blood test results from,retrieve_document,{'DOCUMENT_TYPE': 'blood test results'}
Do I need to avoid metal objects for an MRI?,medical_query,{}
I need to upload my discharge summary,upload_document,{'DOCUMENT_TYPE': 'discharge summary'}
Retrieve my X-ray report from June 21st,retrieve_document,"{'DOCUMENT_TYPE': 'X-ray report', 'DATE': 'June 21st'}"
Can I take my medications before an ECG?,medical_query,{}
I want to book a ECG for  July 15th,book_test,"{'TEST_TYPE': 'ECG', 'DATE': 'July 15th'}"
I want to book a blood test for morning,book_test,"{'TEST_TYPE': 'blood test', 'TIME': 'morning'}"
I need to upload my discharge summary,upload_document,{'DOCUMENT_TYPE': 'discharge summary'}
Do I need to avoid metal objects for an MRI?,medical_query,{}
I want to book a cholesterol test for  April 10th,book_test,"{'TEST_TYPE': 'cholesterol test', 'DATE': 'April 10th'}"
Can I drink coffee before an ultrasound?,medical_query,{}
I need to upload my blood test results,upload_document,{'DOCUMENT_TYPE': 'blood test results'}
Retrieve my discharge summary from,retrieve_document,{'DOCUMENT_TYPE': 'discharge summary'}
Retrieve my discharge summary from,retrieve_document,{'DOCUMENT_TYPE': 'discharge summary'}
I want to book a MRI for evening,book_test,"{'TEST_TYPE': 'MRI', 'TIME': 'evening'}"
I need to upload my MRI scan,upload_document,{'DOCUMENT_TYPE': 'MRI scan'}
I want to book a blood test for,book_test,{'TEST_TYPE': 'blood test'}
I want to book a X-ray for in two days April 10th,book_test,"{'TEST_TYPE': 'X-ray', 'TIME': 'in two days', 'DATE': 'April 10th'}"
I want to book a ECG for in two days,book_test,"{'TEST_TYPE': 'ECG', 'TIME': 'in two days'}"
I need to upload my prescription,upload_document,{'DOCUMENT_TYPE': 'prescription'}
Can I take my medications before an ECG?,medical_query,{}
Cancel my blood test appointment for morning,cancel_test,"{'TEST_TYPE': 'blood test', 'TIME': 'morning'}"
Cancel my  appointment for evening August 30th,cancel_test,"{'TIME': 'evening', 'DATE': 'August 30th'}"
Do I need to avoid metal objects for an MRI?,medical_query,{}
Should I fast before my blood test?,medical_query,{}
I need to upload my X-ray report,upload_document,{'DOCUMENT_TYPE': 'X-ray report'}
I want to book a MRI for tomorrow,book_test,"{'TEST_TYPE': 'MRI', 'TIME': 'tomorrow'}"
Cancel my thyroid test appointment for tomorrow July 15th,cancel_test,"{'TEST_TYPE': 'thyroid test', 'TIME': 'tomorrow', 'DATE': 'July 15th'}"
I need to upload my blood test results,upload_document,{'DOCUMENT_TYPE': 'blood test results'}
How long does a CT scan take?,medical_query,{}
Should I fast before my blood test?,medical_query,{}
I want to book a cholesterol test for night March 5th,book_test,"{'TEST_TYPE': 'cholesterol test', 'TIME': 'night', 'DATE': 'March 5th'}"
Cancel my  appointment for next week,cancel_test,{'TIME': 'next week'}
I need to upload my blood test results,upload_document,{'DOCUMENT_TYPE': 'blood test results'}
I want to book a ultrasound for night July 15th,book_test,"{'TEST_TYPE': 'ultrasound', 'TIME': 'night', 'DATE': 'July 15th'}"
Cancel my ECG appointment for,cancel_test,{'TEST_TYPE': 'ECG'}
Cancel my X-ray appointment for next week August 30th,cancel_test,"{'TEST_TYPE': 'X-ray', 'TIME': 'next week', 'DATE': 'August 30th'}"
I want to book a cholesterol test for next week July 15th,book_test,"{'TEST_TYPE': 'cholesterol test', 'TIME': 'next week', 'DATE': 'July 15th'}"
I want to book a MRI for in two days,book_test,"{'TEST_TYPE': 'MRI', 'TIME': 'in two days'}"
I want to book a ultrasound for evening September 2nd,book_test,"{'TEST_TYPE': 'ultrasound', 'TIME': 'evening', 'DATE': 'September 2nd'}"
I want to book a cholesterol test for afternoon March 5th,book_test,"{'TEST_TYPE': 'cholesterol test', 'TIME': 'afternoon', 'DATE': 'March 5th'}"
I want to book a ultrasound for next month July 15th,book_test,"{'TEST_TYPE': 'ultrasound', 'TIME': 'next month', 'DATE': 'July 15th'}"
Should I fast before my blood test?,medical_query,{}
Is it safe to eat before a cholesterol test?,medical_query,{}
I want to book a blood test for evening March 5th,book_test,"{'TEST_TYPE': 'blood test', 'TIME': 'evening', 'DATE': 'March 5th'}"
Should I fast before my blood test?,medical_query,{}
Cancel my CT scan appointment for next week April 10th,cancel_test,"{'TEST_TYPE': 'CT scan', 'TIME': 'next week', 'DATE': 'April 10th'}"
Cancel my X-ray appointment for  August 30th,cancel_test,"{'TEST_TYPE': 'X-ray', 'DATE': 'August 30th'}"
Cancel my ECG appointment for morning,cancel_test,"{'TEST_TYPE': 'ECG', 'TIME': 'morning'}"
Cancel my  appointment for morning March 5th,cancel_test,"{'TIME': 'morning', 'DATE': 'March 5th'}"
Retrieve my MRI scan from,retrieve_document,{'DOCUMENT_TYPE': 'MRI scan'}
Can I take my medications before an ECG?,medical_query,{}
I need to upload my prescription,upload_document,{'DOCUMENT_TYPE': 'prescription'}
I want to book a cholesterol test for  March 5th,book_test,"{'TEST_TYPE': 'cholesterol test', 'DATE': 'March 5th'}"
I want to book a X-ray for  August 30th,book_test,"{'TEST_TYPE': 'X-ray', 'DATE': 'August 30th'}"
How long does a CT scan take?,medical_query,{}
Retrieve my discharge summary from,retrieve_document,{'DOCUMENT_TYPE': 'discharge summary'}
I want to book a cholesterol test for next month June 21st,book_test,"{'TEST_TYPE': 'cholesterol test', 'TIME': 'next month', 'DATE': 'June 21st'}"
Retrieve my X-ray report from July 15th,retrieve_document,"{'DOCUMENT_TYPE': 'X-ray report', 'DATE': 'July 15th'}"
I want to book a CT scan for in two days August 30th,book_test,"{'TEST_TYPE': 'CT scan', 'TIME': 'in two days', 'DATE': 'August 30th'}"
I want to book a ultrasound for,book_test,{'TEST_TYPE': 'ultrasound'}
Cancel my blood test appointment for in two days March 5th,cancel_test,"{'TEST_TYPE': 'blood test', 'TIME': 'in two days', 'DATE': 'March 5th'}"
How long does a CT scan take?,medical_query,{}
I need to upload my prescription,upload_document,{'DOCUMENT_TYPE': 'prescription'}
I want to book a MRI for afternoon April 10th,book_test,"{'TEST_TYPE': 'MRI', 'TIME': 'afternoon', 'DATE': 'April 10th'}"
I want to book a thyroid test for  June 21st,book_test,"{'TEST_TYPE': 'thyroid test', 'DATE': 'June 21st'}"
Do I need to avoid metal objects for an MRI?,medical_query,{}
Is an ultrasound painful?,medical_query,{}
Cancel my thyroid test appointment for in two days April 10th,cancel_test,"{'TEST_TYPE': 'thyroid test', 'TIME': 'in two days', 'DATE': 'April 10th'}"
I want to book a X-ray for  April 10th,book_test,"{'TEST_TYPE': 'X-ray', 'DATE': 'April 10th'}"
Retrieve my blood test results from,retrieve_document,{'DOCUMENT_TYPE': 'blood test results'}
I want to book a thyroid test for  September 2nd,book_test,"{'TEST_TYPE': 'thyroid test', 'DATE': 'September 2nd'}"
Cancel my  appointment for  June 21st,cancel_test,{'DATE': 'June 21st'}
Cancel my cholesterol test appointment for night July 15th,cancel_test,"{'TEST_TYPE': 'cholesterol test', 'TIME': 'night', 'DATE': 'July 15th'}"
Can I take my medications before an ECG?,medical_query,{}
Cancel my  appointment for morning September 2nd,cancel_test,"{'TIME': 'morning', 'DATE': 'September 2nd'}"
I want to book a thyroid test for  September 2nd,book_test,"{'TEST_TYPE': 'thyroid test', 'DATE': 'September 2nd'}"
Cancel my  appointment for tomorrow,cancel_test,{'TIME': 'tomorrow'}
Should I fast before my blood test?,medical_query,{}
Can I drink coffee before an ultrasound?,medical_query,{}
Cancel my ECG appointment for,cancel_test,{'TEST_TYPE': 'ECG'}
I need to upload my MRI scan,upload_document,{'DOCUMENT_TYPE': 'MRI scan'}
I want to book a ultrasound for evening March 5th,book_test,"{'TEST_TYPE': 'ultrasound', 'TIME': 'evening', 'DATE': 'March 5th'}"
I need to upload my X-ray report,upload_document,{'DOCUMENT_TYPE': 'X-ray report'}
How long does a CT scan take?,medical_query,{}
Retrieve my X-ray report from June 21st,retrieve_document,"{'DOCUMENT_TYPE': 'X-ray report', 'DATE': 'June 21st'}"
Is it safe to eat before a cholesterol test?,medical_query,{}
I want to book a MRI for next week September 2nd,book_test,"{'TEST_TYPE': 'MRI', 'TIME': 'next week', 'DATE': 'September 2nd'}"
Cancel my MRI appointment for in two days September 2nd,cancel_test,"{'TEST_TYPE': 'MRI', 'TIME': 'in two days', 'DATE': 'September 2nd'}"
Cancel my ultrasound appointment for next week April 10th,cancel_test,"{'TEST_TYPE': 'ultrasound', 'TIME': 'next week', 'DATE': 'April 10th'}"
Retrieve my blood test results from,retrieve_document,{'DOCUMENT_TYPE': 'blood test results'}
Retrieve my blood test results from July 15th,retrieve_document,"{'DOCUMENT_TYPE': 'blood test results', 'DATE': 'July 15th'}"
Cancel my thyroid test appointment for next month August 30th,cancel_test,"{'TEST_TYPE': 'thyroid test', 'TIME': 'next month', 'DATE': 'August 30th'}"
Cancel my CT scan appointment for afternoon June 21st,cancel_test,"{'TEST_TYPE': 'CT scan', 'TIME': 'afternoon', 'DATE': 'June 21st'}"
Is it safe to eat before a cholesterol test?,medical_query,{}
Can I drink coffee before an ultrasound?,medical_query,{}
I want to book a thyroid test for in two days September 2nd,book_test,"{'TEST_TYPE': 'thyroid test', 'TIME': 'in two days', 'DATE': 'September 2nd'}"
Retrieve my discharge summary from April 10th,retrieve_document,"{'DOCUMENT_TYPE': 'discharge summary', 'DATE': 'April 10th'}"
I want to book a cholesterol test for morning March 5th,book_test,"{'TEST_TYPE': 'cholesterol test', 'TIME': 'morning', 'DATE': 'March 5th'}"
Should I fast before my blood test?,medical_query,{}
I want to book a ECG for night June 21st,book_test,"{'TEST_TYPE': 'ECG', 'TIME': 'night', 'DATE': 'June 21st'}"
What should I wear for an X-ray?,medical_query,{}
Cancel my ECG appointment for  July 15th,cancel_test,"{'TEST_TYPE': 'ECG', 'DATE': 'July 15th'}"
Is it safe to eat before a cholesterol test?,medical_query,{}
Cancel my cholesterol test appointment for  June 21st,cancel_test,"{'TEST_TYPE': 'cholesterol test', 'DATE': 'June 21st'}"
Retrieve my prescription from June 21st,retrieve_document,"{'DOCUMENT_TYPE': 'prescription', 'DATE': 'June 21st'}"
Cancel my X-ray appointment for,cancel_test,{'TEST_TYPE': 'X-ray'}
I want to book a CT scan for tomorrow April 10th,book_test,"{'TEST_TYPE': 'CT scan', 'TIME': 'tomorrow', 'DATE': 'April 10th'}"
Should I fast before my blood test?,medical_query,{}
Cancel my  appointment for afternoon August 30th,cancel_test,"{'TIME': 'afternoon', 'DATE': 'August 30th'}"
Retrieve my X-ray report from,retrieve_document,{'DOCUMENT_TYPE': 'X-ray report'}
Cancel my ECG appointment for,cancel_test,{'TEST_TYPE': 'ECG'}
I want to book a cholesterol test for,book_test,{'TEST_TYPE': 'cholesterol test'}
I need to upload my X-ray report,upload_document,{'DOCUMENT_TYPE': 'X-ray report'}
What should I wear for an X-ray?,medical_query,{}
I need to upload my blood test results,upload_document,{'DOCUMENT_TYPE': 'blood test results'}
I want to book a MRI for afternoon August 30th,book_test,"{'TEST_TYPE': 'MRI', 'TIME': 'afternoon', 'DATE': 'August 30th'}"
Is an ultrasound painful?,medical_query,{}
I need to upload my blood test results,upload_document,{'DOCUMENT_TYPE': 'blood test results'}
Is an ultrasound painful?,medical_query,{}
I need to upload my MRI scan,upload_document,{'DOCUMENT_TYPE': 'MRI scan'}
I need to upload my discharge summary,upload_document,{'DOCUMENT_TYPE': 'discharge summary'}
I need to upload my X-ray report,upload_document,{'DOCUMENT_TYPE': 'X-ray report'}
Retrieve my MRI scan from,retrieve_document,{'DOCUMENT_TYPE': 'MRI scan'}
Retrieve my MRI scan from,retrieve_document,{'DOCUMENT_TYPE': 'MRI scan'}
I need to upload my discharge summary,upload_document,{'DOCUMENT_TYPE': 'discharge summary'}
I need to upload my prescription,upload_document,{'DOCUMENT_TYPE': 'prescription'}
Is it safe to eat before a cholesterol test?,medical_query,{}
Cancel my ultrasound appointment for next week,cancel_test,"{'TEST_TYPE': 'ultrasound', 'TIME': 'next week'}"
What should I wear for an X-ray?,medical_query,{}
Is an ultrasound painful?,medical_query,{}
I want to book a cholesterol test for evening March 5th,book_test,"{'TEST_TYPE': 'cholesterol test', 'TIME': 'evening', 'DATE': 'March 5th'}"
Cancel my MRI appointment for evening March 5th,cancel_test,"{'TEST_TYPE': 'MRI', 'TIME': 'evening', 'DATE': 'March 5th'}"
Retrieve my X-ray report from,retrieve_document,{'DOCUMENT_TYPE': 'X-ray report'}
Can I drink coffee before an ultrasound?,medical_query,{}
Retrieve my MRI scan from July 15th,retrieve_document,"{'DOCUMENT_TYPE': 'MRI scan', 'DATE': 'July 15th'}"
Should I fast before my blood test?,medical_query,{}
Is it safe to eat before a cholesterol test?,medical_query,{}
Cancel my blood test appointment for,cancel_test,{'TEST_TYPE': 'blood test'}
I need to upload my MRI scan,upload_document,{'DOCUMENT_TYPE': 'MRI scan'}
Retrieve my discharge summary from August 30th,retrieve_document,"{'DOCUMENT_TYPE': 'discharge summary', 'DATE': 'August 30th'}"
I need to upload my X-ray report,upload_document,{'DOCUMENT_TYPE': 'X-ray report'}
Is it safe to eat before a cholesterol test?,medical_query,{}
Cancel my ultrasound appointment for  August 30th,cancel_test,"{'TEST_TYPE': 'ultrasound', 'DATE': 'August 30th'}"
Cancel my CT scan appointment for tomorrow September 2nd,cancel_test,"{'TEST_TYPE': 'CT scan', 'TIME': 'tomorrow', 'DATE': 'September 2nd'}"
Retrieve my MRI scan from June 21st,retrieve_document,"{'DOCUMENT_TYPE': 'MRI scan', 'DATE': 'June 21st'}"
I want to book a X-ray for next month June 21st,book_test,"{'TEST_TYPE': 'X-ray', 'TIME': 'next month', 'DATE': 'June 21st'}"
Retrieve my X-ray report from July 15th,retrieve_document,"{'DOCUMENT_TYPE': 'X-ray report', 'DATE': 'July 15th'}"
I need to upload my discharge summary,upload_document,{'DOCUMENT_TYPE': 'discharge summary'}
Is it safe to eat before a cholesterol test?,medical_query,{}
I need to upload my discharge summary,upload_document,{'DOCUMENT_TYPE': 'discharge summary'}
Cancel my  appointment for in two days April 10th,cancel_test,"{'TIME': 'in two days', 'DATE': 'April 10th'}"
I want to book a ECG for  July 15th,book_test,"{'TEST_TYPE': 'ECG', 'DATE': 'July 15th'}"
I want to book a blood test for tomorrow August 30th,book_test,"{'TEST_TYPE': 'blood test', 'TIME': 'tomorrow', 'DATE': 'August 30th'}"
Cancel my  appointment for morning June 21st,cancel_test,"{'TIME': 'morning', 'DATE': 'June 21st'}"
I want to book a cholesterol test for  April 10th,book_test,"{'TEST_TYPE': 'cholesterol test', 'DATE': 'April 10th'}"
Cancel my ultrasound appointment for  June 21st,cancel_test,"{'TEST_TYPE': 'ultrasound', 'DATE': 'June 21st'}"
Retrieve my X-ray report from,retrieve_document,{'DOCUMENT_TYPE': 'X-ray report'}
I need to upload my prescription,upload_document,{'DOCUMENT_TYPE': 'prescription'}
I need to upload my X-ray report,upload_document,{'DOCUMENT_TYPE': 'X-ray report'}
Cancel my  appointment for next month July 15th,cancel_test,"{'TIME': 'next month', 'DATE': 'July 15th'}"
I want to book a MRI for,book_test,{'TEST_TYPE': 'MRI'}
Cancel my ECG appointment for  April 10th,cancel_test,"{'TEST_TYPE': 'ECG', 'DATE': 'April 10th'}"
Retrieve my discharge summary from September 2nd,retrieve_document,"{'DOCUMENT_TYPE': 'discharge summary', 'DATE': 'September 2nd'}"
I want to book a cholesterol test for  April 10th,book_test,"{'TEST_TYPE': 'cholesterol test', 'DATE': 'April 10th'}"
I want to book a thyroid test for next month September 2nd,book_test,"{'TEST_TYPE': 'thyroid test', 'TIME': 'next month', 'DATE': 'September 2nd'}"
Should I fast before my blood test?,medical_query,{}
Cancel my blood test appointment for next week June 21st,cancel_test,"{'TEST_TYPE': 'blood test', 'TIME': 'next week', 'DATE': 'June 21st'}"
Retrieve my X-ray report from,retrieve_document,{'DOCUMENT_TYPE': 'X-ray report'}
Cancel my  appointment for morning July 15th,cancel_test,"{'TIME': 'morning', 'DATE': 'July 15th'}"
I need to upload my prescription,upload_document,{'DOCUMENT_TYPE': 'prescription'}
I want to book a cholesterol test for evening August 30th,book_test,"{'TEST_TYPE': 'cholesterol test', 'TIME': 'evening', 'DATE': 'August 30th'}"
Retrieve my MRI scan from March 5th,retrieve_document,"{'DOCUMENT_TYPE': 'MRI scan', 'DATE': 'March 5th'}"
I need to upload my X-ray report,upload_document,{'DOCUMENT_TYPE': 'X-ray report'}
I want to book a X-ray for morning June 21st,book_test,"{'TEST_TYPE': 'X-ray', 'TIME': 'morning', 'DATE': 'June 21st'}"
Do I need to avoid metal objects for an MRI?,medical_query,{}
Retrieve my prescription from March 5th,retrieve_document,"{'DOCUMENT_TYPE': 'prescription', 'DATE': 'March 5th'}"
Retrieve my blood test results from,retrieve_document,{'DOCUMENT_TYPE': 'blood test results'}
I need to upload my prescription,upload_document,{'DOCUMENT_TYPE': 'prescription'}
