query,intent,entities
Need a MRI scheduled tomorrow.,book_test,"{'TEST_TYPE': 'MRI', 'TIME': 'tomorrow'}"
Cancel my X-ray scheduled last Monday.,cancel_test,{'TIME': 'last Monday'}
Can you analyze my ultrasound report?,analyze_report,{'REPORT_TYPE': 'ultrasound report'}
Save my ultrasound report to my records.,upload_record,{'REPORT_TYPE': 'ultrasound report'}
Can I get my ECG report from last month?,retrieve_record,"{'REPORT_TYPE': 'ECG report', 'DATE': 'last month'}"
Schedule a X-ray for day after tomorrow.,book_test,"{'TEST_TYPE': 'X-ray', 'TIME': 'day after tomorrow'}"
Please remove my appointment next week.,cancel_test,{'TIME': 'next week'}
What does my ultrasound report say?,analyze_report,{'REPORT_TYPE': 'ultrasound report'}
I want to upload my ultrasound report.,upload_record,{'REPORT_TYPE': 'ultrasound report'}
I need my ultrasound report from on March 5th.,retrieve_record,"{'REPORT_TYPE': 'ultrasound report', 'DATE': 'on March 5th'}"
Need a ultrasound scheduled today.,book_test,"{'TEST_TYPE': 'ultrasound', 'TIME': 'today'}"
I won't be available for my ECG test on 15th March.,cancel_test,{'TIME': 'on 15th March'}
Can you analyze my X-ray report?,analyze_report,{'REPORT_TYPE': 'X-ray report'}
Save my ultrasound report to my records.,upload_record,{'REPORT_TYPE': 'ultrasound report'}
Retrieve my X-ray report for on 10th February.,retrieve_record,"{'REPORT_TYPE': 'X-ray report', 'DATE': 'on 10th February'}"
Need a X-ray scheduled last Monday.,book_test,"{'TEST_TYPE': 'X-ray', 'TIME': 'last Monday'}"
Cancel my MRI scheduled next week.,cancel_test,{'TIME': 'next week'}
What does my blood report say?,analyze_report,{'REPORT_TYPE': 'blood report'}
"Uploading X-ray report, please process it.",upload_record,{'REPORT_TYPE': 'X-ray report'}
Fetch my X-ray report.,retrieve_record,"{'REPORT_TYPE': 'X-ray report', 'DATE': 'last week'}"
Schedule a CT scan for next month.,book_test,"{'TEST_TYPE': 'CT scan', 'TIME': 'next month'}"
Cancel my ECG scheduled last Monday.,cancel_test,{'TIME': 'last Monday'}
Give me insights on my MRI report.,analyze_report,{'REPORT_TYPE': 'MRI report'}
Save my ultrasound report to my records.,upload_record,{'REPORT_TYPE': 'ultrasound report'}
Find my MRI report recorded on on March 5th.,retrieve_record,"{'REPORT_TYPE': 'MRI report', 'DATE': 'on March 5th'}"
Can I get a CT scan day after tomorrow?,book_test,"{'TEST_TYPE': 'CT scan', 'TIME': 'day after tomorrow'}"
I need to cancel my CT scan on this Friday.,cancel_test,{'TIME': 'this Friday'}
Can you analyze my X-ray report?,analyze_report,{'REPORT_TYPE': 'X-ray report'}
"Here is my ultrasound report, please store it.",upload_record,{'REPORT_TYPE': 'ultrasound report'}
Can I get my X-ray report from last week?,retrieve_record,"{'REPORT_TYPE': 'X-ray report', 'DATE': 'last week'}"
Schedule a ECG for on 15th March.,book_test,"{'TEST_TYPE': 'ECG', 'TIME': 'on 15th March'}"
Please remove my appointment day after tomorrow.,cancel_test,{'TIME': 'day after tomorrow'}
Give me insights on my MRI report.,analyze_report,{'REPORT_TYPE': 'MRI report'}
I want to upload my MRI report.,upload_record,{'REPORT_TYPE': 'MRI report'}
I need my CT scan report from last week.,retrieve_record,"{'REPORT_TYPE': 'CT scan report', 'DATE': 'last week'}"
Can I get a ultrasound today?,book_test,"{'TEST_TYPE': 'ultrasound', 'TIME': 'today'}"
Please remove my appointment today.,cancel_test,{'TIME': 'today'}
Check my MRI report and provide feedback.,analyze_report,{'REPORT_TYPE': 'MRI report'}
"Here is my ECG report, please store it.",upload_record,{'REPORT_TYPE': 'ECG report'}
Find my ultrasound report recorded on last month.,retrieve_record,"{'REPORT_TYPE': 'ultrasound report', 'DATE': 'last month'}"
I need a blood test on today.,book_test,"{'TEST_TYPE': 'blood test', 'TIME': 'today'}"
Cancel my blood test scheduled today.,cancel_test,{'TIME': 'today'}
What does my ECG report say?,analyze_report,{'REPORT_TYPE': 'ECG report'}
Can I upload my MRI report?,upload_record,{'REPORT_TYPE': 'MRI report'}
Fetch my ECG report.,retrieve_record,"{'REPORT_TYPE': 'ECG report', 'DATE': 'last week'}"
Schedule a blood test for next week.,book_test,"{'TEST_TYPE': 'blood test', 'TIME': 'next week'}"
I won't be available for my ultrasound test today.,cancel_test,{'TIME': 'today'}
Check my X-ray report and provide feedback.,analyze_report,{'REPORT_TYPE': 'X-ray report'}
"Uploading CT scan report, please process it.",upload_record,{'REPORT_TYPE': 'CT scan report'}
I need my MRI report from yesterday.,retrieve_record,"{'REPORT_TYPE': 'MRI report', 'DATE': 'yesterday'}"
Schedule a blood test for on 15th March.,book_test,"{'TEST_TYPE': 'blood test', 'TIME': 'on 15th March'}"
I need to cancel my blood test on day after tomorrow.,cancel_test,{'TIME': 'day after tomorrow'}
What does my CT scan report say?,analyze_report,{'REPORT_TYPE': 'CT scan report'}
Can I upload my CT scan report?,upload_record,{'REPORT_TYPE': 'CT scan report'}
Find my ECG report recorded on on March 5th.,retrieve_record,"{'REPORT_TYPE': 'ECG report', 'DATE': 'on March 5th'}"
I want to book a ultrasound appointment today.,book_test,"{'TEST_TYPE': 'ultrasound', 'TIME': 'today'}"
I won't be available for my X-ray test tomorrow.,cancel_test,{'TIME': 'tomorrow'}
Can you analyze my ECG report?,analyze_report,{'REPORT_TYPE': 'ECG report'}
Can I upload my ultrasound report?,upload_record,{'REPORT_TYPE': 'ultrasound report'}
Can I get my MRI report from yesterday?,retrieve_record,"{'REPORT_TYPE': 'MRI report', 'DATE': 'yesterday'}"
Schedule a CT scan for next month.,book_test,"{'TEST_TYPE': 'CT scan', 'TIME': 'next month'}"
Cancel my ultrasound scheduled today.,cancel_test,{'TIME': 'today'}
Check my MRI report and provide feedback.,analyze_report,{'REPORT_TYPE': 'MRI report'}
Save my ultrasound report to my records.,upload_record,{'REPORT_TYPE': 'ultrasound report'}
Retrieve my blood report for last month.,retrieve_record,"{'REPORT_TYPE': 'blood report', 'DATE': 'last month'}"
Schedule a X-ray for next week.,book_test,"{'TEST_TYPE': 'X-ray', 'TIME': 'next week'}"
Please remove my appointment on 15th March.,cancel_test,{'TIME': 'on 15th March'}
Interpret my blood report results.,analyze_report,{'REPORT_TYPE': 'blood report'}
Can I upload my ultrasound report?,upload_record,{'REPORT_TYPE': 'ultrasound report'}
Retrieve my CT scan report for on March 5th.,retrieve_record,"{'REPORT_TYPE': 'CT scan report', 'DATE': 'on March 5th'}"
I want to book a MRI appointment on 15th March.,book_test,"{'TEST_TYPE': 'MRI', 'TIME': 'on 15th March'}"
I need to cancel my blood test on day after tomorrow.,cancel_test,{'TIME': 'day after tomorrow'}
Check my MRI report and provide feedback.,analyze_report,{'REPORT_TYPE': 'MRI report'}
Can I upload my CT scan report?,upload_record,{'REPORT_TYPE': 'CT scan report'}
I need my ECG report from last month.,retrieve_record,"{'REPORT_TYPE': 'ECG report', 'DATE': 'last month'}"
I want to book a ultrasound appointment this Friday.,book_test,"{'TEST_TYPE': 'ultrasound', 'TIME': 'this Friday'}"
I won't be available for my CT scan test today.,cancel_test,{'TIME': 'today'}
Can you analyze my CT scan report?,analyze_report,{'REPORT_TYPE': 'CT scan report'}
"Uploading ECG report, please process it.",upload_record,{'REPORT_TYPE': 'ECG report'}
I need my ECG report from on 10th February.,retrieve_record,"{'REPORT_TYPE': 'ECG report', 'DATE': 'on 10th February'}"
Schedule a blood test for this Friday.,book_test,"{'TEST_TYPE': 'blood test', 'TIME': 'this Friday'}"
Please remove my appointment tomorrow.,cancel_test,{'TIME': 'tomorrow'}
Give me insights on my MRI report.,analyze_report,{'REPORT_TYPE': 'MRI report'}
Save my ultrasound report to my records.,upload_record,{'REPORT_TYPE': 'ultrasound report'}
Fetch my X-ray report.,retrieve_record,"{'REPORT_TYPE': 'X-ray report', 'DATE': 'on March 5th'}"
Please arrange a ECG test tomorrow.,book_test,"{'TEST_TYPE': 'ECG', 'TIME': 'tomorrow'}"
Please remove my appointment last Monday.,cancel_test,{'TIME': 'last Monday'}
Interpret my ECG report results.,analyze_report,{'REPORT_TYPE': 'ECG report'}
"Here is my MRI report, please store it.",upload_record,{'REPORT_TYPE': 'MRI report'}
Can I get my ultrasound report from yesterday?,retrieve_record,"{'REPORT_TYPE': 'ultrasound report', 'DATE': 'yesterday'}"
Please arrange a ultrasound test day after tomorrow.,book_test,"{'TEST_TYPE': 'ultrasound', 'TIME': 'day after tomorrow'}"
Can you cancel my test tomorrow?,cancel_test,{'TIME': 'tomorrow'}
What does my ECG report say?,analyze_report,{'REPORT_TYPE': 'ECG report'}
"Uploading ultrasound report, please process it.",upload_record,{'REPORT_TYPE': 'ultrasound report'}
Retrieve my MRI report for yesterday.,retrieve_record,"{'REPORT_TYPE': 'MRI report', 'DATE': 'yesterday'}"
Please arrange a MRI test this Friday.,book_test,"{'TEST_TYPE': 'MRI', 'TIME': 'this Friday'}"
Cancel my ultrasound scheduled day after tomorrow.,cancel_test,{'TIME': 'day after tomorrow'}
What does my ECG report say?,analyze_report,{'REPORT_TYPE': 'ECG report'}
Can I upload my X-ray report?,upload_record,{'REPORT_TYPE': 'X-ray report'}
Fetch my MRI report.,retrieve_record,"{'REPORT_TYPE': 'MRI report', 'DATE': 'last week'}"
Need a ECG scheduled today.,book_test,"{'TEST_TYPE': 'ECG', 'TIME': 'today'}"
Please remove my appointment day after tomorrow.,cancel_test,{'TIME': 'day after tomorrow'}
Can you analyze my ultrasound report?,analyze_report,{'REPORT_TYPE': 'ultrasound report'}
Can I upload my blood report?,upload_record,{'REPORT_TYPE': 'blood report'}
Fetch my ultrasound report.,retrieve_record,"{'REPORT_TYPE': 'ultrasound report', 'DATE': 'on 10th February'}"
I need a ultrasound on day after tomorrow.,book_test,"{'TEST_TYPE': 'ultrasound', 'TIME': 'day after tomorrow'}"
I won't be available for my X-ray test day after tomorrow.,cancel_test,{'TIME': 'day after tomorrow'}
Can you analyze my CT scan report?,analyze_report,{'REPORT_TYPE': 'CT scan report'}
Save my MRI report to my records.,upload_record,{'REPORT_TYPE': 'MRI report'}
I need my CT scan report from on March 5th.,retrieve_record,"{'REPORT_TYPE': 'CT scan report', 'DATE': 'on March 5th'}"
Can I get a ultrasound today?,book_test,"{'TEST_TYPE': 'ultrasound', 'TIME': 'today'}"
Cancel my X-ray scheduled next month.,cancel_test,{'TIME': 'next month'}
Give me insights on my blood report.,analyze_report,{'REPORT_TYPE': 'blood report'}
"Here is my X-ray report, please store it.",upload_record,{'REPORT_TYPE': 'X-ray report'}
Can I get my blood report from last week?,retrieve_record,"{'REPORT_TYPE': 'blood report', 'DATE': 'last week'}"
Please arrange a ultrasound test this Friday.,book_test,"{'TEST_TYPE': 'ultrasound', 'TIME': 'this Friday'}"
Cancel my CT scan scheduled next week.,cancel_test,{'TIME': 'next week'}
Give me insights on my CT scan report.,analyze_report,{'REPORT_TYPE': 'CT scan report'}
Save my CT scan report to my records.,upload_record,{'REPORT_TYPE': 'CT scan report'}
Can I get my blood report from on 10th February?,retrieve_record,"{'REPORT_TYPE': 'blood report', 'DATE': 'on 10th February'}"
Can I get a X-ray next month?,book_test,"{'TEST_TYPE': 'X-ray', 'TIME': 'next month'}"
Cancel my ultrasound scheduled this Friday.,cancel_test,{'TIME': 'this Friday'}
Give me insights on my CT scan report.,analyze_report,{'REPORT_TYPE': 'CT scan report'}
"Here is my CT scan report, please store it.",upload_record,{'REPORT_TYPE': 'CT scan report'}
I need my blood report from on 10th February.,retrieve_record,"{'REPORT_TYPE': 'blood report', 'DATE': 'on 10th February'}"
I need a X-ray on this Friday.,book_test,"{'TEST_TYPE': 'X-ray', 'TIME': 'this Friday'}"
I need to cancel my CT scan on next week.,cancel_test,{'TIME': 'next week'}
Check my MRI report and provide feedback.,analyze_report,{'REPORT_TYPE': 'MRI report'}
I want to upload my MRI report.,upload_record,{'REPORT_TYPE': 'MRI report'}
Can I get my CT scan report from last month?,retrieve_record,"{'REPORT_TYPE': 'CT scan report', 'DATE': 'last month'}"
Can I get a ultrasound next week?,book_test,"{'TEST_TYPE': 'ultrasound', 'TIME': 'next week'}"
Please remove my appointment last Monday.,cancel_test,{'TIME': 'last Monday'}
Give me insights on my CT scan report.,analyze_report,{'REPORT_TYPE': 'CT scan report'}
Can I upload my ultrasound report?,upload_record,{'REPORT_TYPE': 'ultrasound report'}
Fetch my X-ray report.,retrieve_record,"{'REPORT_TYPE': 'X-ray report', 'DATE': 'on March 5th'}"
I need a MRI on this Friday.,book_test,"{'TEST_TYPE': 'MRI', 'TIME': 'this Friday'}"
Can you cancel my test next month?,cancel_test,{'TIME': 'next month'}
Interpret my blood report results.,analyze_report,{'REPORT_TYPE': 'blood report'}
"Uploading CT scan report, please process it.",upload_record,{'REPORT_TYPE': 'CT scan report'}
Fetch my X-ray report.,retrieve_record,"{'REPORT_TYPE': 'X-ray report', 'DATE': 'last month'}"
Need a MRI scheduled next month.,book_test,"{'TEST_TYPE': 'MRI', 'TIME': 'next month'}"
Can you cancel my test next month?,cancel_test,{'TIME': 'next month'}
Check my X-ray report and provide feedback.,analyze_report,{'REPORT_TYPE': 'X-ray report'}
"Here is my ultrasound report, please store it.",upload_record,{'REPORT_TYPE': 'ultrasound report'}
Retrieve my MRI report for last week.,retrieve_record,"{'REPORT_TYPE': 'MRI report', 'DATE': 'last week'}"
Can I get a CT scan last Monday?,book_test,"{'TEST_TYPE': 'CT scan', 'TIME': 'last Monday'}"
Can you cancel my test next month?,cancel_test,{'TIME': 'next month'}
Give me insights on my blood report.,analyze_report,{'REPORT_TYPE': 'blood report'}
I want to upload my blood report.,upload_record,{'REPORT_TYPE': 'blood report'}
Retrieve my ultrasound report for last week.,retrieve_record,"{'REPORT_TYPE': 'ultrasound report', 'DATE': 'last week'}"
I want to book a ECG appointment last Monday.,book_test,"{'TEST_TYPE': 'ECG', 'TIME': 'last Monday'}"
I need to cancel my ECG on tomorrow.,cancel_test,{'TIME': 'tomorrow'}
Check my MRI report and provide feedback.,analyze_report,{'REPORT_TYPE': 'MRI report'}
I want to upload my blood report.,upload_record,{'REPORT_TYPE': 'blood report'}
I need my ultrasound report from last week.,retrieve_record,"{'REPORT_TYPE': 'ultrasound report', 'DATE': 'last week'}"
I need a blood test on this Friday.,book_test,"{'TEST_TYPE': 'blood test', 'TIME': 'this Friday'}"
Please remove my appointment today.,cancel_test,{'TIME': 'today'}
What does my ECG report say?,analyze_report,{'REPORT_TYPE': 'ECG report'}
Can I upload my CT scan report?,upload_record,{'REPORT_TYPE': 'CT scan report'}
I need my X-ray report from yesterday.,retrieve_record,"{'REPORT_TYPE': 'X-ray report', 'DATE': 'yesterday'}"
Schedule a ultrasound for today.,book_test,"{'TEST_TYPE': 'ultrasound', 'TIME': 'today'}"
I won't be available for my ECG test on 15th March.,cancel_test,{'TIME': 'on 15th March'}
Give me insights on my blood report.,analyze_report,{'REPORT_TYPE': 'blood report'}
I want to upload my MRI report.,upload_record,{'REPORT_TYPE': 'MRI report'}
I need my MRI report from on 10th February.,retrieve_record,"{'REPORT_TYPE': 'MRI report', 'DATE': 'on 10th February'}"
I need a ECG on day after tomorrow.,book_test,"{'TEST_TYPE': 'ECG', 'TIME': 'day after tomorrow'}"
Cancel my MRI scheduled next month.,cancel_test,{'TIME': 'next month'}
Check my ECG report and provide feedback.,analyze_report,{'REPORT_TYPE': 'ECG report'}
Can I upload my ECG report?,upload_record,{'REPORT_TYPE': 'ECG report'}
Retrieve my ultrasound report for on 10th February.,retrieve_record,"{'REPORT_TYPE': 'ultrasound report', 'DATE': 'on 10th February'}"
Can I get a MRI this Friday?,book_test,"{'TEST_TYPE': 'MRI', 'TIME': 'this Friday'}"
Please remove my appointment on 15th March.,cancel_test,{'TIME': 'on 15th March'}
What does my blood report say?,analyze_report,{'REPORT_TYPE': 'blood report'}
"Here is my blood report, please store it.",upload_record,{'REPORT_TYPE': 'blood report'}
I need my ultrasound report from last week.,retrieve_record,"{'REPORT_TYPE': 'ultrasound report', 'DATE': 'last week'}"
I want to book a blood test appointment tomorrow.,book_test,"{'TEST_TYPE': 'blood test', 'TIME': 'tomorrow'}"
I need to cancel my X-ray on on 15th March.,cancel_test,{'TIME': 'on 15th March'}
Can you analyze my CT scan report?,analyze_report,{'REPORT_TYPE': 'CT scan report'}
"Here is my blood report, please store it.",upload_record,{'REPORT_TYPE': 'blood report'}
Find my ultrasound report recorded on on 10th February.,retrieve_record,"{'REPORT_TYPE': 'ultrasound report', 'DATE': 'on 10th February'}"
I need a MRI on this Friday.,book_test,"{'TEST_TYPE': 'MRI', 'TIME': 'this Friday'}"
Cancel my CT scan scheduled today.,cancel_test,{'TIME': 'today'}
Give me insights on my blood report.,analyze_report,{'REPORT_TYPE': 'blood report'}
Save my blood report to my records.,upload_record,{'REPORT_TYPE': 'blood report'}
Find my CT scan report recorded on yesterday.,retrieve_record,"{'REPORT_TYPE': 'CT scan report', 'DATE': 'yesterday'}"
Schedule a ultrasound for this Friday.,book_test,"{'TEST_TYPE': 'ultrasound', 'TIME': 'this Friday'}"
Can you cancel my test day after tomorrow?,cancel_test,{'TIME': 'day after tomorrow'}
What does my ECG report say?,analyze_report,{'REPORT_TYPE': 'ECG report'}
Can I upload my MRI report?,upload_record,{'REPORT_TYPE': 'MRI report'}
